symbol1	symbol2	score	gene1	gene2
H2BC1	RECQL4	1.55640937457016	255626	9401
CSNK1D	CCNB1	1.5563970954848	1453	891
DKC1	BRD7	1.55629828648029	1736	29117
RAD50	RPA3	1.55629828648029	10111	6119
TOP1	EED	1.55625810773736	7150	8726
MSH2	RPA2	1.55622631312953	4436	6118
GTF2H4	PCNA	1.55618661985935	2968	5111
PRMT5	TERF1	1.55608618247309	10419	7013
SUPT20H	H4C1	1.5560685626304	55578	8359
SETD2	H4C1	1.5560685626304	29072	8359
H4C1	ABRAXAS1	1.55606856252562	8359	84142
CCNC	NCOR1	1.55604875601128	892	9611
SMG6	UBA52	1.55603773478999	23293	7311
RB1	RFC5	1.55601335060331	5925	5985
RB1	TOP2A	1.55601335060331	5925	7153
RAD18	SMARCC1	1.55592449527993	56852	6599
RNF168	RNF4	1.55587101546821	165918	6047
SUZ12	PPP6C	1.55585763424837	23512	5537
SIRT1	KPNA2	1.55583604667806	23411	3838
SUZ12	RELA	1.55580449027966	23512	5970
SMARCC1	NCOR1	1.5557454794017	6599	9611
RELA	CCND2	1.55574201300905	5970	894
BRD8	CDC5L	1.55573794706378	10902	988
YWHAQ	BAP1	1.55568501595826	10971	8314
HDAC2	STAT3	1.55561508275767	3066	6774
NFKB1	UBE2V1	1.55559220200808	4790	7335
STK11	HERC2	1.55555886107422	6794	8924
UBA52	RNF8	1.55549649333189	7311	9025
H2AC4	CDC16	1.55549258682794	8335	8881
ARID4B	TRIM25	1.5554401788787	51742	7706
CHAF1A	EZH2	1.55539628657488	10036	2146
KAT2B	NCOR2	1.55537690608569	8850	9612
CREBBP	H4C1	1.55535585377644	1387	8359
H2AZ1	PRKDC	1.55526323698616	3015	5591
YWHAH	OGT	1.55526101949786	7533	8473
SMARCA4	TP53	1.55524299082839	6597	7157
RB1	TP73	1.55517213732665	5925	7161
EGFR	YWHAZ	1.5551355173354	1956	7534
TRIM28	HAT1	1.55511609815123	10155	8520
APTX	H4C1	1.554999647854	54840	8359
COPS5	HAT1	1.55496976948792	10987	8520
PCNA	SMARCAD1	1.55496620023805	5111	56916
PDGFRA	SOS1	1.55494017445469	5156	6654
PARP1	MRE11	1.55490454565741	142	4361
POLR2E	SOD1	1.55489665658595	5434	6647
SPRTN	RECQL4	1.55487712233615	83932	9401
EZH2	ANKRD28	1.55485661665253	2146	23243
PDS5A	RAD18	1.5547178531829	23244	56852
PRPF19	BRD7	1.55470609546434	27339	29117
PRPF19	RPA3	1.55470609546434	27339	6119
CRY2	UBB	1.55461824881855	1408	7314
CHAF1A	YWHAQ	1.55459683515054	10036	10971
APEX1	MBIP	1.55449089711926	328	51562
TRIM28	NIPBL	1.55437868282891	10155	25836
SUMO2	BRCA1	1.55436668663698	6613	672
SMARCB1	CCNE1	1.55435151122922	6598	898
KPNA2	TERF1	1.55432078309271	3838	7013
EZH2	GATAD2B	1.55431871757215	2146	57459
EP300	NCOR2	1.55430347788198	2033	9612
ATR	UPF1	1.55424800739304	545	5976
CHD3	SRP72	1.55422992514945	1107	6731
CREBBP	TBL1XR1	1.55421281327612	1387	79718
WDR5	HDAC2	1.5542032262383	11091	3066
HDAC1	HUS1	1.55416135519037	3065	3364
NCAPG	RECQL4	1.55411634215283	64151	9401
PPP6R1	RECQL4	1.55411634215283	22870	9401
EP300	ING4	1.55408757178586	2033	51147
EP300	TOP2B	1.55408757178586	2033	7155
PCNA	CCNB1	1.55404866320369	5111	891
BRMS1	CUL3	1.55400751937994	25855	8452
RAD1	BRCA1	1.55400570392746	5810	672
H2AX	SMARCA5	1.55398827191649	3014	8467
NFRKB	H4C1	1.55393766258275	4798	8359
CYLD	MSH6	1.55393328195266	1540	2956
APEX1	CCNA1	1.55391132740204	328	8900
EGFR	NABP2	1.55379013441824	1956	79035
NBN	SUMO2	1.55376969986049	4683	6613
CDKN2A	KAT2B	1.55374812403448	1029	8850
RPS27A	SRP72	1.55373270052532	6233	6731
CDKN1B	CDC16	1.55371197833932	1027	8881
TYMS	TRIP13	1.55370180262595	7298	9319
CREBBP	PIAS2	1.55369326686785	1387	9063
CREBBP	SETD1A	1.55369326686785	1387	9739
MTOR	PRKAR1A	1.55358324537578	2475	5573
MYBBP1A	H4C1	1.55341804944142	10514	8359
MECOM	RBBP4	1.55335950173268	2122	5928
DNMT1	RBBP4	1.55335950173268	1786	5928
H3-4	MTA2	1.5533029087117	8290	9219
H2BC3	XRCC5	1.55330290862199	3018	7520
RAD50	KAT5	1.55327349327785	10111	10524
ATR	RUVBL1	1.55325583128452	545	8607
FANCD2	UBC	1.55325072860071	2177	7316
DNMT1	H2AX	1.55321894548385	1786	3014
H2AX	TERF2IP	1.55321894538667	3014	54386
PARP1	H2BC9	1.5531987146691	142	8345
PRPF19	SMC1A	1.55317701348835	27339	8243
CEBPA	CREBBP	1.55317535092443	1050	1387
UBC	UBE2V1	1.55316140809709	7316	7335
CHEK2	RB1	1.55308779243912	11200	5925
CHEK2	NFKB1	1.55308779243912	11200	4790
CREBBP	RBBP4	1.55305934003259	1387	5928
BRD1	H3-4	1.55302139448957	23774	8290
TRIM25	JADE1	1.5529549910542	7706	79960
TRIM28	SDHB	1.5529136891751	10155	6390
UBB	UBE2V1	1.55290893257817	7314	7335
ELP3	H4C1	1.55288247769246	55140	8359
KDM1A	MRE11	1.5528660162658	23028	4361
CRY2	RPS27A	1.55286530469216	1408	6233
PARP1	ERCC6	1.55285965434539	142	2074
PARP1	H2AZ1	1.55285965434539	142	3015
RPA1	TOP2A	1.55282927791526	6117	7153
COPS5	SDHB	1.55276607095226	10987	6390
COPS5	H2AC11	1.55276607095226	10987	8969
HSP90AB1	UBE2L6	1.55273202095958	3326	9246
RUVBL2	CRY1	1.55264545937209	10856	1407
CHD4	RBM34	1.55259951808255	1108	23029
CHEK1	AQR	1.55259299049416	1111	9716
SMAD4	YY1	1.55257036760131	4089	7528
PRMT5	TP53	1.55250156263422	10419	7157
BCAS2	CYLD	1.55240955078771	10286	1540
CCND1	WDR77	1.55239868921265	595	79084
RUVBL2	TSC1	1.55230215173357	10856	7248
SOD1	H2AC4	1.55225612650017	6647	8335
POLR2H	SMC1A	1.55222327755582	5437	8243
H2AC17	CUL4B	1.55218789611169	8336	8450
EZH2	EP400	1.5521844971048	2146	57634
WEE1	DYRK1B	1.55216960300721	7465	9149
HDAC3	CCNC	1.55216374514901	8841	892
CREBBP	MSH6	1.55214435267017	1387	2956
MDM2	UBE2B	1.55209949263907	4193	7320
CHD3	TOP2A	1.5520741654705	1107	7153
HDAC2	SMARCAD1	1.55205573377924	3066	56916
ERCC5	BRCA1	1.55198790581463	2073	672
PCNA	XAB2	1.55195421493939	5111	56949
ERCC4	PCNA	1.55195421485721	2072	5111
YBX1	H2AC17	1.55195073371137	4904	8336
RNF4	SUMO3	1.55193710607719	6047	6612
RNF4	AQR	1.55193710607719	6047	9716
DDB2	RPA2	1.55187597240024	1643	6118
HAT1	RECQL4	1.55185481318802	8520	9401
KDM1A	TSC1	1.55183202837153	23028	7248
DAXX	FANCA	1.55171074209252	1616	2175
SMARCC2	EED	1.55166306759944	6601	8726
EZH2	RFC1	1.55165520441304	2146	5981
SMAD4	CCNC	1.55164097767131	4089	892
SMAD4	ISG15	1.55164097767131	4089	9636
H2BC3	RAD21	1.55158900452934	3018	5885
HCFC1	RPA1	1.55155295704606	3054	6117
HDAC1	PLRG1	1.55154285041474	3065	5356
EP300	HERC1	1.55151349940494	2033	8925
RPA2	SMARCA5	1.55148610091206	6118	8467
RBBP4	UBE2A	1.55145273129859	5928	7319
SFN	ATM	1.55144240361862	2810	472
CYLD	USP10	1.55140144329601	1540	9100
RELA	WAS	1.55139857085633	5970	7454
MRE11	EED	1.55131483004474	4361	8726
COPS5	BRCC3	1.55131305886061	10987	79184
CDK4	KAT2A	1.55128735077156	1019	2648
CHD3	TP73	1.55121963492828	1107	7161
DAXX	PRMT1	1.55116315332691	1616	3276
ING3	RNF4	1.55116141031082	54556	6047
KDM1A	H2BC9	1.55114625076453	23028	8345
RPS27A	UBE2V1	1.55114399073059	6233	7335
TOP2A	H3C2	1.55114109775508	7153	8358
CREBBP	TBL1X	1.55111970115061	1387	6907
APEX1	LIG4	1.55104353696481	328	3981
MSH2	NFKB1	1.551029365803	4436	4790
SUZ12	GTPBP4	1.55099341683466	23512	23560
CARM1	CUL5	1.55099140682069	10498	8065
CDKN1B	UBA1	1.5509912318152	1027	7317
POLR2F	SMC1A	1.55096007195418	5435	8243
KAT2A	PRKDC	1.55095861680397	2648	5591
PNKP	YWHAZ	1.55093929387362	11284	7534
TBL1XR1	CDC5L	1.55092392426629	79718	988
YWHAQ	RFC1	1.55084374776938	10971	5981
RAD51AP1	CCNB1	1.55081556628679	10635	891
XRCC5	CDC16	1.55078628687029	7520	8881
PRMT1	BRCA1	1.55069142199278	3276	672
PAXIP1	SMC1A	1.55064575595302	22976	8243
EZH2	SETD1A	1.55060162262837	2146	9739
PTEN	RFC5	1.55057413453822	5728	5985
COPS4	TP53	1.55056723684021	51138	7157
NBN	USP7	1.55053314108554	4683	7874
TRIM25	KDM2B	1.55050652347086	7706	84678
BARD1	TERF2	1.55050233517738	580	7014
RNF4	TNKS	1.55038929230766	6047	8658
YY1	SMC1A	1.55033202739343	7528	8243
STAG2	H3-4	1.55023214864136	10735	8290
NFKB1	RIF1	1.55021304342746	4790	55183
POLD1	RB1	1.55021304337521	5424	5925
H2BU1	MDM2	1.55018293720565	128312	4193
REST	USP7	1.5501654819664	5978	7874
YBX1	POLR2I	1.55014537488713	4904	5438
H4C1	MTA2	1.550083503268	8359	9219
ABL1	POLD1	1.55008148284836	25	5424
SAP18	EZH2	1.55007730269295	10284	2146
TRIM28	WDR46	1.55002188345117	10155	9277
RAD52	BRCA1	1.54999425113167	5893	672
UBE2L6	RBX1	1.54996703230549	9246	9978
ERCC2	CDK1	1.54993848125262	2068	983
EP300	SETD1B	1.54991256680553	2033	23067
APEX1	RFC2	1.54991007287545	328	5982
H2BC3	TP53BP1	1.54989252609563	3018	7158
TP53BP1	MTA2	1.54989252605831	7158	9219
H4C1	KMT2B	1.54975647593164	8359	9757
POLR2G	SMC1A	1.54970632016749	5436	8243
FANCC	UBA52	1.54965717021118	2176	7311
KPNA2	RBBP7	1.54964698767082	3838	5931
SDHB	RECQL4	1.54962354889343	6390	9401
HDAC2	UBE2L6	1.5496135625014	3066	9246
PRMT3	TP53	1.54960481024827	10196	7157
CHEK2	CUL4A	1.54948376049344	11200	8451
CNOT7	CDK1	1.54947326936461	29883	983
PDS5A	RPA3	1.54940465576588	23244	6119
YWHAB	BAP1	1.54935644243967	7529	8314
ATM	BTAF1	1.54919654741757	472	9044
VCP	BRCC3	1.5491748725561	7415	79184
CHEK1	RPA2	1.54916572157772	1111	6118
DDB1	SUV39H1	1.54915690666672	1642	6839
EHMT2	WDR5	1.5491166218406	10919	11091
DDB2	SUZ12	1.5490078379	1643	23512
CARM1	NFKB1	1.54899593155314	10498	4790
H3C14	EP300	1.54897848717822	126961	2033
EP300	HMGB2	1.54897848705138	2033	3148
MSH6	CDC5L	1.5488281729536	2956	988
POLR2C	SMC1A	1.54877208602666	5432	8243
EHMT2	SMC1A	1.54877208602666	10919	8243
SUZ12	SMARCA5	1.54861350745966	23512	8467
DDB2	CUL5	1.54860206166793	1643	8065
PRMT5	H2AC4	1.54855812305116	10419	8335
EZH2	FANCI	1.54851404786603	2146	55215
UBE2I	TBL1XR1	1.54849906238748	7329	79718
SFN	APC	1.54849308670983	2810	324
RAD50	STAG1	1.54837768066448	10111	10274
YBX1	SRP72	1.54835917290277	4904	6731
FANCI	CDC5L	1.54830826844786	55215	988
SIRT1	KAT2B	1.54828198245484	23411	8850
BRD8	APEX1	1.54822402508705	10902	328
CUL5	SMARCA5	1.54820709792347	8065	8467
BRD7	SMARCA2	1.54818124001361	29117	6595
BRCC3	RECQL4	1.54815227455549	79184	9401
POLD3	HDAC1	1.54811406697054	10714	3065
KDM1A	SETDB1	1.54809440670471	23028	9869
RNF4	HAT1	1.54809392719196	6047	8520
MMS19	SUMO2	1.54805503309439	64210	6613
CHD4	SIRT6	1.54803143843595	1108	51548
EXT2	PTPN11	1.54800910507323	2132	5781
RAD23B	H3C1	1.54797211009796	5887	8350
H2AX	NEIL1	1.54793075922336	3014	79661
TERF2	MDC1	1.54787476098008	7014	9656
MSH2	RPA1	1.54778123447996	4436	6117
CDK4	CCNH	1.54773419692713	1019	902
SMARCA4	H2BC21	1.54772482589042	6597	8349
RAD18	MTA2	1.54765677928153	56852	9219
EED	MTA1	1.54753103572264	8726	9112
SOD1	XRCC5	1.5474884054105	6647	7520
TGFBR1	UBB	1.54747155327537	7046	7314
YWHAZ	MVP	1.54745473263274	7534	9961
ACTB	YEATS4	1.54736922590689	60	8089
PRPF19	PTPN11	1.54736045076372	27339	5781
COPS6	CCNA2	1.5473455851333	10980	890
TP53BP1	CDC16	1.54734149260589	7158	8881
PRMT5	CCND1	1.54733564678038	10419	595
RELA	UBB	1.54732052317239	5970	7314
MET	PTEN	1.54729722346956	4233	5728
STAG1	TOPBP1	1.54728835255275	10274	11073
TAF6L	HDAC1	1.5472676005416	10629	3065
SUMO1	NCOR2	1.54724028323773	7341	9612
POLR2L	SMC1A	1.54722636155126	5441	8243
TRIM28	ELP1	1.5471788796147	10155	8518
CDKN1A	HDAC1	1.5471105399258	1026	3065
RIF1	RPA1	1.54695434052148	55183	6117
CDC73	H3-4	1.54694492679047	79577	8290
RUVBL2	SDHA	1.54690262404694	10856	6389
DDB1	SLX4	1.54681494949606	1642	84464
CDKN1A	MSH2	1.54675482711235	1026	4436
TAF5L	H4C1	1.54668733461092	27097	8359
BRD7	H2BC21	1.54666422880405	29117	8349
DICER1	USP7	1.5465321362711	23405	7874
UVRAG	YWHAG	1.54652705549589	7405	7532
TOP2A	H3C8	1.54650563886239	7153	8355
RPS27A	NSD2	1.5464991840309	6233	7468
NF2	TERF1	1.5464808971663	4771	7013
PRKDC	YY1	1.54644327052159	5591	7528
BRCA2	H3-4	1.54640316654353	675	8290
CCND3	RBX1	1.54637366561722	896	9978
ERCC6	SUMO2	1.54630810423656	2074	6613
RAD21	UBA1	1.54628345580445	5885	7317
USP10	CDC5L	1.54624435061699	9100	988
EHMT2	RUVBL1	1.54621005906084	10919	8607
PCNA	WDR48	1.54608797878455	5111	57599
COPS7B	YWHAZ	1.5460806329933	64708	7534
ATF2	CCND1	1.54602798741472	1386	595
BRCA2	SMC3	1.54601016909918	675	9126
NCOR2	MDC1	1.54592149595186	9612	9656
DTL	YWHAG	1.54588783520095	51514	7532
SUZ12	H2BC8	1.54587843436086	23512	8339
H4C1	CDC16	1.54584008665127	8359	8881
RELA	OGT	1.54577709624574	5970	8473
RPS27A	TGFBR1	1.54566809374626	6233	7046
MAD2L2	RBBP7	1.54560664602326	10459	5931
HDAC1	PPP6R3	1.54558710545329	3065	55291
FANCD2	RFC4	1.54557691435761	2177	5984
KMT2A	RBBP4	1.54549225031242	4297	5928
PRKDC	ISG15	1.54549104055769	5591	9636
PRKDC	CCNC	1.54549104055769	5591	892
MAD2L2	POLR2E	1.5453939051817	10459	5434
SUPT20H	CCNC	1.54538620354417	55578	892
NBN	RPA2	1.54536755164867	4683	6118
H4-16	CUL3	1.54535326230471	121504	8452
TBL1X	UBE2I	1.54533473445534	6907	7329
GPS1	RELA	1.54531688171772	2873	5970
TADA3	HRAS	1.54523539179419	10474	3265
SMC2	CDC5L	1.54522161779415	10592	988
SOD1	UBE2N	1.54515376585614	6647	7334
PDS5A	CCNB1	1.54510141511255	23244	891
MRE11	USP7	1.54510013170665	4361	7874
POT1	H2AX	1.5449813189333	25913	3014
GTF2H2	PCNA	1.54493853520266	2966	5111
SUMO2	TRIP13	1.54492323287036	6613	9319
PARP1	ASH2L	1.54492081466642	142	9070
STAG2	H4C1	1.544903605374	10735	8359
CDC16	NCOR1	1.5448961455045	8881	9611
CDKN1B	KPNA2	1.54489532475881	1027	3838
YBX1	POLR2K	1.54484191329135	4904	5440
RAD50	EED	1.54483099558014	10111	8726
TRRAP	EED	1.54483099558014	8295	8726
DKC1	EED	1.54483099558014	1736	8726
CHD3	XRCC6	1.54479340929483	1107	2547
NCAPH	H4C1	1.5446713588139	23397	8359
RAD21	BRCA2	1.54464168578803	5885	675
H2AX	MBD3	1.54461616067107	3014	53615
CDK4	STK11	1.54456708261766	1019	6794
CHD3	GTPBP4	1.54453448459251	1107	23560
PRMT5	SMARCB1	1.54451664920533	10419	6598
NF2	SOS1	1.54449200611725	4771	6654
CHD4	TOP2A	1.54446332493387	1108	7153
YBX1	CUL4B	1.54445557376995	4904	8450
CRY1	USP7	1.54438855157962	1407	7874
SUZ12	WDR48	1.54437804720965	23512	57599
COPS5	POLR2K	1.54434554294326	10987	5440
RBBP6	RNF4	1.54433556314542	5930	6047
RUVBL2	POLR2H	1.54426564595301	10856	5437
MYBBP1A	BRD7	1.54426451347413	10514	29117
HES1	UBC	1.54421692128694	3280	7316
XRCC6	SIRT6	1.54416843073582	2547	51548
NF1	VCP	1.54414314299313	4763	7415
VBP1	VCP	1.54414314299313	7411	7415
RBM34	H3C1	1.54409769797876	23029	8350
JMJD6	H3C1	1.54409769797876	23210	8350
H3C3	PCLAF	1.54396651798918	8352	9768
PARP1	YY1	1.54395386812941	142	7528
PDS5A	PRKDC	1.54391554657999	23244	5591
CHEK1	RB1	1.54381981744447	1111	5925
ELP1	RECQL4	1.54381282795739	8518	9401
CDKN2A	MAPK8	1.54379009258861	1029	5599
PRMT5	H3-4	1.54371958595859	10419	8290
NFKB2	CUL4A	1.54369983930281	4791	8451
TRIM28	TRIP12	1.5436901731491	10155	9320
CHAF1A	FEN1	1.54368928309729	10036	2237
SAP130	H4C1	1.54367209565783	79595	8359
HDAC2	PRDM16	1.54365736259631	3066	63976
MDM2	NPM1	1.54365648501815	4193	4869
NPM1	XPC	1.54343622007624	4869	7508
KANSL1	TRIM25	1.5433663959425	284058	7706
KDM5B	TRIM25	1.5433663959425	10765	7706
TRIM25	SETD7	1.54336639583086	7706	80854
DDB2	RPA1	1.54328165041121	1643	6117
EED	ACTR8	1.54324493907925	8726	93973
SMARCD2	BRCA1	1.54319495696767	6603	672
PRPF19	EED	1.54316461014685	27339	8726
PARP1	HDAC2	1.54310026644575	142	3066
MYBBP1A	WDR5	1.54302369794497	10514	11091
RPA1	SMARCA5	1.54287832034848	6117	8467
REV1	TP53	1.54287561091387	51455	7157
SMYD3	TP53	1.54287561091387	64754	7157
TP53	NABP2	1.54287561079481	7157	79035
H2AX	SMARCC2	1.54280176570799	3014	6601
SAP18	YWHAB	1.54276715139268	10284	7529
KPNA2	SMARCB1	1.54266824580407	3838	6598
DNMT1	UBB	1.54260165084224	1786	7314
MRE11	RBBP4	1.5425877990979	4361	5928
YWHAQ	CLK2	1.54256568877364	10971	1196
ATM	BRWD1	1.5425270368637	472	54014
RAD23B	UBA52	1.54250533266081	5887	7311
FANCD2	YEATS4	1.54243406394659	2177	8089
FANCD2	TOP2A	1.54243406394659	2177	7153
FANCD2	RFC5	1.54243406394659	2177	5985
UBC	VCP	1.54239742395857	7316	7415
EP300	SUMO3	1.54239684104371	2033	6612
FANCG	RPS27A	1.54238299148665	2189	6233
CDKN2D	BRCA1	1.54224505666708	1032	672
TRIM25	RASAL2	1.54220450816227	7706	9462
BRD7	H2BC3	1.54219159119914	29117	3018
H2BC3	RPA3	1.54219159118427	3018	6119
YWHAG	UBE2L6	1.54210119712227	7532	9246
PCNA	RBBP8	1.54209772732472	5111	5932
SUZ12	REST	1.54204479155365	23512	5978
TERT	YWHAZ	1.54202257553167	7015	7534
POLR2D	CUL5	1.54200795960484	5433	8065
FANCD2	PIAS4	1.54198965908453	2177	51588
CDK4	PRKCZ	1.54196944188787	1019	5590
RBBP4	BRCA1	1.54190093661455	5928	672
TERF2	H2AC4	1.54189591496286	7014	8335
CRY2	XRCC6	1.54189529172181	1408	2547
RBBP4	H2AC20	1.54186915917467	5928	8338
NPM1	RFC1	1.54178015710171	4869	5981
NCAPG2	FANCI	1.5417095333644	54892	55215
KDM6A	H4C1	1.54169052786209	7403	8359
UFD1	RECQL4	1.54168307528685	7353	9401
DNMT1	CUL4A	1.54168004961186	1786	8451
TRIM28	SLC25A13	1.54163001029726	10155	10165
RPS27A	CDC25C	1.54157125849618	6233	995
ERCC3	USP7	1.54157088545436	2071	7874
PTEN	TP53	1.54146314098828	5728	7157
VCP	TRIP12	1.54133207739552	7415	9320
TP73	CDK1	1.54130834842257	7161	983
CHD3	MECOM	1.54128654829431	1107	2122
CSNK1E	TP53BP1	1.54126032196127	1454	7158
RAD18	CDC73	1.5411537324689	56852	79577
COPS8	RBX1	1.54112016544547	10920	9978
FANCD2	PIAS1	1.54110419409835	2177	8554
FANCD2	HCFC1	1.54110419409835	2177	3054
GPS1	VHL	1.54109504549585	2873	7428
MYBBP1A	UPF1	1.54109141405469	10514	5976
NPM1	SUMO2	1.54105316789826	4869	6613
TDG	TRIM25	1.54105023526757	6996	7706
YBX1	NSD2	1.54096836322217	4904	7468
CDK7	POLR2E	1.54095493795099	1022	5434
WDR5	H2BC3	1.54094062962875	11091	3018
TERF2IP	RPS27A	1.54076323845004	54386	6233
MECOM	RPS27A	1.54076323845004	2122	6233
H4C1	CHD1L	1.54070803497241	8359	9557
RUVBL2	EHMT2	1.54070373626938	10856	10919
CDC5L	CDC25B	1.54069218555585	988	994
UBB	UBE2A	1.54061191903721	7314	7319
H2BC3	SMC1A	1.54058483071406	3018	8243
PRMT5	KDM1A	1.54057564945624	10419	23028
APEX1	FANCI	1.54056708503815	328	55215
XRCC6	TOP2A	1.54054536390761	2547	7153
KDM1A	SMARCC1	1.54053308091129	23028	6599
PTEN	SMARCA5	1.54053253852717	5728	8467
CHEK1	RPA1	1.54047755642301	1111	6117
NCAPG	PCLAF	1.54046719237954	64151	9768
CRY2	YWHAE	1.54038341644939	1408	7531
POLD1	CUL4B	1.54036748391458	5424	8450
RELA	UBE2V1	1.54033305905374	5970	7335
PIAS4	RELA	1.54033305889022	51588	5970
COPS7B	RECQL4	1.54027739528336	64708	9401
CYLD	OGT	1.54021763539825	1540	8473
RPA2	SMARCC2	1.54018613522667	6118	6601
COPS5	PPP5C	1.54011465123126	10987	5536
COPS5	H2AC8	1.54011465123126	10987	3012
CARM1	ACTB	1.54010453890089	10498	60
XRCC6	PIAS4	1.54009766090253	2547	51588
POLG	RAD9A	1.54003411832558	5428	5883
HMGB1	UBE2N	1.54001112595929	3146	7334
SETD2	TRIM25	1.53990343052912	29072	7706
UBA2	TRIM25	1.53990343052912	10054	7706
MRE11	RPA2	1.53982179163151	4361	6118
TERF2IP	PTEN	1.53972122650906	54386	5728
H2BC8	CUL4A	1.53968310484045	8339	8451
BARD1	TERF1	1.539672955204	580	7013
APEX1	PRKDC	1.5396198882622	328	5591
YWHAQ	COPS4	1.53956022269635	10971	51138
PAX3	PPP6R3	1.53950359031816	5077	55291
HUS1	BRCA1	1.53942561900099	3364	672
CDKN1A	CHEK1	1.53942124010518	1026	1111
DDB1	EZH2	1.5393894735378	1642	2146
CHD4	NSD2	1.53924443083613	1108	7468
H2AX	APBB1	1.53922813758385	3014	322
PBRM1	RNF4	1.53920629015852	55193	6047
XRCC6	HCFC1	1.53920561359535	2547	3054
SUZ12	MBD3	1.53903691333926	23512	53615
TOP2A	YWHAE	1.53902546973521	7153	7531
KAT5	H2BC3	1.53899248259691	10524	3018
RFC4	H3C1	1.53890696380881	5984	8350
DMAP1	H3C1	1.53890696380881	55929	8350
SMARCC1	EED	1.53890445986428	6599	8726
GATAD2A	RECQL4	1.5388827291928	54815	9401
KMT2C	TRIM25	1.53876395097634	58508	7706
H4C1	SUPT3H	1.53875917809114	8359	8464
YEATS2	H4C1	1.53875917803171	55689	8359
RPS27A	UBE2A	1.5387591022176	6233	7319
RPS27A	H3C6	1.5387591022176	6233	8353
TADA2A	CDC5L	1.53871577683013	6871	988
DTL	YWHAZ	1.53871089604334	51514	7534
SMARCA4	WDR77	1.53864188598205	6597	79084
EHMT2	EED	1.53858094027241	10919	8726
APC	BUB1B	1.53856993227683	324	701
ATXN7	VCP	1.53856497485357	6314	7415
H2AX	MTA1	1.53852193968594	3014	9112
FANCD2	PDS5B	1.53847396450487	2177	23047
USP7	TRRAP	1.53845378932491	7874	8295
RAD50	USP7	1.53845378927292	10111	7874
GTPBP4	YBX1	1.53843234690362	23560	4904
EP300	HAT1	1.53840553489112	2033	8520
CYLD	RFC4	1.53834356117545	1540	5984
PDS5B	CDK1	1.53823306785356	23047	983
SLC25A13	RECQL4	1.53818944626479	10165	9401
UBE2I	WAS	1.53816733430961	7329	7454
SIRT1	MAPK8	1.53810287563903	23411	5599
RPS2	WDR77	1.53809148956539	6187	79084
SRP72	H3C1	1.53797925032892	6731	8350
EZH2	MORF4L2	1.53795017424007	2146	9643
H2BC3	RUVBL1	1.53793873518676	3018	8607
POLR2B	SMC1A	1.53793834544305	5431	8243
NCAPG	CUL3	1.53791891137224	64151	8452
XRCC6	PPP6C	1.53787581367389	2547	5537
PIAS4	CDH1	1.5377605890738	51588	999
DAXX	RNF4	1.53771600281601	1616	6047
PDS5A	EED	1.53761385965477	23244	8726
TRIM28	POLE	1.5375801332627	10155	5426
NFKB2	CUL4B	1.53742899158265	4791	8450
MDN1	EP400	1.53729779806472	23195	57634
FANCC	HSP90AB1	1.53728752283662	2176	3326
HSP90AB1	SUMO2	1.5372545352103	3326	6613
PPP4C	CDC5L	1.53724763139209	5531	988
SUZ12	SMARCC2	1.53718236249957	23512	6601
TRIM28	RAD18	1.53711651367088	10155	56852
CDKN1B	KAT2B	1.53700320761646	1027	8850
TP53BP1	VCP	1.53700237814652	7158	7415
TERF1	MDC1	1.53693065812273	7013	9656
TERF2	H3-4	1.53692809636412	7014	8290
TRIM28	ATRX	1.5369139452707	10155	546
CDK7	CCND1	1.53689099763499	1022	595
HCFC1	CDH1	1.53686036793216	3054	999
EP300	GPS2	1.5368335930056	2033	2874
PPP5C	RECQL4	1.53681082553655	5536	9401
TRIM28	NCOR1	1.5367989485109	10155	9611
CDKN1B	SFN	1.53675433862498	1027	2810
POLQ	CDK1	1.53673995228408	10721	983
CHD4	GTPBP4	1.53669123025946	1108	23560
CRY1	DDB1	1.53664942418847	1407	1642
NBN	RPA1	1.53654676116674	4683	6117
H2BC3	PRKDC	1.53654325019179	3018	5591
ATF2	RAD18	1.5364966439275	1386	56852
TOP2A	VHL	1.5364823299814	7153	7428
NPM1	USP10	1.53636880366365	4869	9100
PPP6C	YWHAE	1.53633998338555	5537	7531
SMARCA2	EED	1.53633241647864	6595	8726
FANCD2	RIF1	1.53631114982371	2177	55183
DDB1	MNAT1	1.53628382939607	1642	4331
CHD4	TAF9	1.53626917923695	1108	6880
MSH6	HRAS	1.53626249672109	2956	3265
TRIM28	PES1	1.536250195269	10155	23481
ERCC3	RPA2	1.53621846457595	2071	6118
HSP90AB1	XRCC3	1.53619558248588	3326	7517
SUV39H1	CUL4B	1.53618415514215	6839	8450
RPA3	SOD1	1.53611435182285	6119	6647
UBE2V1	VHL	1.53602747966074	7335	7428
BUB1B	SUMO1	1.53601594008674	701	7341
H2AC1	APBB1	1.53600053822148	221613	322
CDK2	ATRIP	1.53597315213524	1017	84126
KPNA2	RAD18	1.53595657490193	3838	56852
CLK2	YWHAB	1.53589717772781	1196	7529
MAD2L2	RAD21	1.53587599206757	10459	5885
BRMS1	H4C1	1.53587492380563	25855	8359
MPG	H4C1	1.53587492380563	4350	8359
NIPBL	HDAC1	1.53582882086959	25836	3065
TAF5L	CCNC	1.53575363882768	27097	892
DKC1	H2AX	1.53572446939267	1736	3014
KAT2A	H2AX	1.53572446939267	2648	3014
