symbol1	symbol2	score	gene1	gene2
H2AC21	H3C1	3.08759814521954	317772	8350
ATM	TDP1	3.08539973298077	472	55775
MSL2	H2BC21	3.08520463159059	55167	8349
PMS2	RFC2	3.08515183506528	5395	5982
ERCC6	POLD4	3.08440223400423	2074	57804
H3C12	H2AC12	3.08434219611969	8356	85235
POLN	RAD51	3.08429978496663	353497	5888
SUMO2	SETDB1	3.08413532219336	6613	9869
H3-4	H2BC13	3.08406963689937	8290	8340
ACTB	ARID1A	3.08358512560308	60	8289
ACTB	SMARCC1	3.08358512560308	60	6599
ACTB	SMARCD1	3.08358512560308	60	6602
NSMCE2	NSMCE4A	3.08351168073968	286053	54780
UIMC1	RAD51	3.08320543282564	51720	5888
CHAF1A	H3C2	3.08300565040277	10036	8358
PRKDC	TELO2	3.08276299600552	5591	9894
MLH1	REV3L	3.08246423482518	4292	5980
ERCC1	XPC	3.08234867430715	2067	7508
H2BC7	H3C2	3.08149826739328	8343	8358
FEN1	TERF2	3.08139186450434	2237	7014
H3C13	H4C1	3.08126269391656	653604	8359
H2AX	WRAP53	3.08114750539332	3014	55135
H2AC7	H3C10	3.08086013338773	3013	8357
MORF4L1	YEATS4	3.08073158154926	10933	8089
RTEL1	TERF2IP	3.08042359575465	51750	54386
BUB1B	TRIP13	3.08008704159712	701	9319
HLTF	UBE2B	3.07982657415517	6596	7320
ERCC5	POLD1	3.079430153444	2073	5424
KDM6B	KDM3B	3.07942404044236	23135	51780
KDM6B	JMJD6	3.07942404044236	23135	23210
FANCI	CCNA2	3.07896739361274	55215	890
FEN1	TERF1	3.07894449073683	2237	7013
H2BC3	H3C2	3.07859596279592	3018	8358
DNMT1	MTA1	3.07856158479452	1786	9112
TREX1	PRKDC	3.07787795227341	11277	5591
NCAPG	CCNB1	3.07708713873933	64151	891
RPA2	XPC	3.07633670482179	6118	7508
LIG3	POLB	3.07619723702119	3980	5423
RAD52	BRCA2	3.07615011794412	5893	675
H2AC16	H3C11	3.07569840378397	8332	8354
H3-4	H2AC4	3.07500323835249	8290	8335
H2BC5	H3-4	3.07489782371609	3017	8290
ERCC1	MUS81	3.07485994215825	2067	80198
H4-16	H3-4	3.07471333139537	121504	8290
ERCC6	POLD2	3.07436478854763	2074	5425
H2BC7	H3C10	3.07413652816318	8343	8357
POLQ	PARP1	3.07376532331079	10721	142
ERCC1	ERCC6	3.07369567481574	2067	2074
H2AC15	H3C4	3.0734543509844	8330	8351
POLD3	ERCC6	3.07308498735564	10714	2074
ERCC8	ERCC5	3.07279757884602	1161	2073
EXT2	GPC3	3.07276787214276	2132	2719
H2AZ1	H3C1	3.07247646157433	3015	8350
RTEL1	TERF2	3.07229751845871	51750	7014
PER2	CLOCK	3.07214083376972	8864	9575
YWHAB	EXO1	3.07163234606038	7529	9156
ANKRD52	USP10	3.0706614115159	283373	9100
RTEL1	TERF1	3.07032119897788	51750	7013
HDAC1	TP53	3.06990595196848	3065	7157
RRM2B	TP53	3.06870520491659	50484	7157
HDAC2	SUDS3	3.06664651328095	3066	64426
H2AC17	H3C7	3.06664151366672	8336	8968
H2AC15	H3C2	3.06657560562698	8330	8358
H2BC21	H3C6	3.06646985023311	8349	8353
H3C2	H4C1	3.06610913919714	8358	8359
H2BC3	H3C6	3.06536586173685	3018	8353
MLH1	POLK	3.06527932657627	4292	51426
TOPBP1	NBN	3.06503716659273	11073	4683
RAD50	TERF2IP	3.0638766240789	10111	54386
MAD2L2	CDC16	3.06382172143201	10459	8881
ARID4B	SAP30	3.06370398964644	51742	8819
TOP1	TOP2B	3.06281896233966	7150	7155
ERCC6	RBBP4	3.06252083251253	2074	5928
RPA1	CLSPN	3.06234713302692	6117	63967
WEE1	PKMYT1	3.06153883683825	7465	9088
CDKN2A	ATM	3.06075207964971	1029	472
RPA1	XPC	3.06040673217894	6117	7508
H2BC7	H3C8	3.05998761911706	8343	8355
CHEK1	CUL4A	3.05974140600601	1111	8451
CDKN1B	MDM2	3.05968752038094	1027	4193
RAD50	BLM	3.05741370946644	10111	641
GEN1	PALB2	3.0569858771133	348654	79728
SPIDR	PALB2	3.0569858771133	23514	79728
SPIDR	XRCC3	3.0569858771133	23514	7517
GEN1	XRCC3	3.0569858771133	348654	7517
RAD51AP1	SPIDR	3.05698587706276	10635	23514
RAD51AP1	GEN1	3.05698587706276	10635	348654
INO80D	ACTL6A	3.05604859331339	54891	86
ATR	CCNB2	3.05544287255792	545	9133
FAAP24	TELO2	3.05520834908155	91442	9894
RUVBL2	PPP6R3	3.05499941716773	10856	55291
RUVBL2	ANKRD28	3.05499941716773	10856	23243
WRAP53	PPP6R3	3.05499941716773	55135	55291
WRAP53	PPP6C	3.05499941716773	55135	5537
RUVBL2	PPP6C	3.05499941716773	10856	5537
ANKRD28	PIF1	3.0549994169454	23243	80119
PPP6C	PIF1	3.0549994169454	5537	80119
PPP6R3	PIF1	3.0549994169454	55291	80119
ANKRD28	WRAP53	3.0549994169454	23243	55135
PHF8	H3-4	3.05482848775363	23133	8290
H2BC5	H3C10	3.05376670921532	3017	8357
H3C13	H2AC20	3.05329819573465	653604	8338
CREBBP	HRAS	3.05316381764556	1387	3265
RAD52	WRN	3.05257958592122	5893	7486
EME1	ERCC4	3.052183933464	146956	2072
MAD2L2	CDC25C	3.05192272353889	10459	995
CIB1	TERT	3.05187889390017	10519	7015
H3-4	H2BC9	3.05150691307828	8290	8345
H2BC13	H3C12	3.05104536794168	8340	8356
HDAC1	ARID5B	3.05062897284667	3065	84159
H3C15	H4C1	3.05055215357165	333932	8359
ASF1A	H4C1	3.04994447062275	25842	8359
ERCC2	ERCC4	3.04830271783368	2068	2072
ERCC6	RPA1	3.04696828370696	2074	6117
H3-4	H2BC21	3.04693760060972	8290	8349
SUV39H2	EHMT1	3.04690354350714	79723	79813
H3C4	H4C6	3.0463760310571	8351	8361
H2AZ1	ARID5B	3.0442789263475	3015	84159
ERCC4	MUS81	3.04399110554533	2072	80198
POLK	TP53	3.04395180468752	51426	7157
H2BC10	H3C8	3.04318476103378	8346	8355
POLK	REV3L	3.04248762092373	51426	5980
MAD2L2	POLK	3.0424876208328	10459	51426
ERCC4	MNAT1	3.04244406307782	2072	4331
CENPS	FANCL	3.04206753653124	378708	55120
ERCC3	ERCC4	3.04195337552831	2071	2072
H2BC14	H3C4	3.04187134201623	8342	8351
DDB2	TP53	3.04096124183334	1643	7157
XPA	HERC2	3.04074202013687	7507	8924
NBN	ATR	3.03964585313171	4683	545
ERCC2	RFC2	3.03948218596491	2068	5982
ERCC2	RFC3	3.03937496806277	2068	5983
USP43	POLH	3.03859827230516	124739	5429
POLH	PCLAF	3.03859827206271	5429	9768
ERCC2	RFC1	3.03832520787198	2068	5981
ERCC4	FANCC	3.03826241759419	2072	2176
RNF111	UBE2N	3.03816834154601	54778	7334
RPA4	BRCA2	3.03795306332095	29935	675
BRCA1	BABAM2	3.03753816338371	672	9577
NBN	BARD1	3.0371188071831	4683	580
H3C14	H2BC9	3.03711851494248	126961	8345
H3C15	H2BC9	3.03711851494248	333932	8345
CDK2	CCNB3	3.03562933096062	1017	85417
H2BC14	H3C10	3.03528264707459	8342	8357
RBBP8	RPA2	3.03500292378122	5932	6118
BRIP1	SLX4	3.03481041255296	83990	84464
ERCC2	RFC4	3.0347476320854	2068	5984
ELP5	ELP2	3.03422528111349	23587	55250
ERCC2	RFC5	3.03411719104212	2068	5985
MNAT1	RFC2	3.03351142289057	4331	5982
MNAT1	RFC3	3.03339406320519	4331	5983
FANCL	BRCA1	3.03307986801969	55120	672
ERCC3	RFC2	3.03301097752173	2071	5982
ERCC5	RPA3	3.03289755842009	2073	6119
ERCC3	RFC3	3.03289273485293	2071	5983
H2BC10	H3C3	3.03224579231044	8346	8352
MNAT1	RFC1	3.03224425546029	4331	5981
ERCC3	RFC1	3.03173421219317	2071	5981
ASF1A	H4C14	3.03086914893972	25842	8370
SIRT1	PAX3	3.03063444718271	23411	5077
EP300	SMAD4	3.03033217079334	2033	4089
CHEK1	DTL	3.02995761993671	1111	51514
ISY1	AQR	3.029949527728	57461	9716
FANCB	BRIP1	3.02974066003115	2187	83990
SUPT20H	TAF12	3.02948033498981	55578	6883
ZZZ3	MBIP	3.02879131208658	26009	51562
TADA3	KAT14	3.02863954982446	10474	57325
TAF12	CCNH	3.02863019715435	6883	902
MNAT1	RFC4	3.02831541243686	4331	5984
ERCC5	RPA2	3.02780137275943	2073	6118
MNAT1	RFC5	3.0276214073754	4331	5985
H2BC3	H3C8	3.02725421694538	3018	8355
H4C13	H3C7	3.02702824598512	8368	8968
H2AX	BAZ1B	3.02691923756982	3014	9031
H3C2	H4C12	3.02656306971219	8358	8362
ERCC5	RPA1	3.02579564832243	2073	6117
ERCC2	POLE2	3.02533405886649	2068	5427
H3C15	H4C15	3.02526927407737	333932	554313
H3C15	H4C14	3.02526927407737	333932	8370
H3C14	H4C14	3.02526927407737	126961	8370
H3C14	H4C15	3.02526927407737	126961	554313
H3C4	H4C13	3.02513906094788	8351	8368
H3C10	H4C1	3.02480452007052	8357	8359
H4C6	H3C7	3.02469951827153	8361	8968
H3C14	H2BC10	3.02461012178279	126961	8346
H3C15	H2BC10	3.02461012178279	333932	8346
EHMT2	SUV39H2	3.0244362297537	10919	79723
NSD2	DOT1L	3.02413893670683	7468	84444
POLD3	SPRTN	3.02358774942099	10714	83932
ABL1	PTPN11	3.02290764679314	25	5781
LIG3	APTX	3.02284500189181	3980	54840
KDM5A	MORF4L2	3.02250095560878	5927	9643
CDK7	TAF12	3.02199259700251	1022	6883
TAF10	CCNH	3.0211824900261	6881	902
CENPX	PMS2	3.02115260833527	201254	5395
CCNB3	CDK1	3.02094929381921	85417	983
MRE11	BARD1	3.02053690173603	4361	580
MNAT1	POLE2	3.02004608859681	4331	5427
ERCC2	POLE	3.02002039151578	2068	5426
ERCC3	POLE2	3.01960489537194	2071	5427
TAF9	CCNH	3.01920832273084	6880	902
RAD50	BARD1	3.01864921299487	10111	580
CDKN2A	CCND2	3.01696267732311	1029	894
SGF29	ENY2	3.0166384170891	112869	56943
ERCC6	ABL1	3.01650819769708	2074	25
ASF1A	H4C9	3.01534698341863	25842	8294
WDR48	RAD51	3.01509845958562	57599	5888
TERF1	TERT	3.0150671759839	7013	7015
MCRS1	YY1	3.01450679199567	10445	7528
MNAT1	POLE	3.01426197076245	4331	5426
UBC	USP1	3.01425828795873	7316	7398
ERCC4	RFC2	3.01389417601119	2072	5982
ERCC4	RFC3	3.01379459540588	2072	5983
ERCC3	POLE	3.01377998901041	2071	5426
CDK7	TAF10	3.01374111005234	1022	6881
KIT	CBL	3.01359602727663	3815	867
TREX1	BRCA1	3.01332966138688	11277	672
ERCC4	RFC1	3.01282011106786	2072	5981
HDAC2	EED	3.01274172789587	3066	8726
COPS6	DDB1	3.01223911248798	10980	1642
CARM1	RELA	3.01208358220806	10498	5970
FANCE	BRIP1	3.01198481532441	2178	83990
CETN2	RPA2	3.01147212806009	1069	6118
TADA3	ZZZ3	3.0105733924832	10474	26009
FANCL	ATRIP	3.00975229509908	55120	84126
ERCC4	RFC4	3.00950591146774	2072	5984
YWHAQ	WEE1	3.00922930577952	10971	7465
FEN1	RFC3	3.00894184744907	2237	5983
ERCC4	RFC5	3.00892298185127	2072	5985
CDK7	XPC	3.00774988139959	1022	7508
SAP18	UPF1	3.00696560405021	10284	5976
POLQ	RBBP8	3.00682510608314	10721	5932
NCOA1	NCOR2	3.00682129299918	8648	9612
KANSL1	CDC5L	3.00637618213153	284058	988
POLL	PCNA	3.00629087884247	27343	5111
FEN1	NHEJ1	3.00620193478973	2237	79840
FEN1	POLM	3.00620193478973	2237	27434
FEN1	XRCC4	3.00620193478973	2237	7518
RAD50	TOPBP1	3.00512113352232	10111	11073
SMUG1	APEX2	3.00437415285703	23583	27301
APEX2	APEX1	3.00437415285703	27301	328
MUTYH	NEIL1	3.00437415285703	4595	79661
LIG3	NEIL3	3.00437415285703	3980	55247
LIG3	MUTYH	3.00437415285703	3980	4595
APEX2	OGG1	3.00437415285703	27301	4968
APEX2	MUTYH	3.00437415285703	27301	4595
XRCC1	MBD4	3.00437415285703	7515	8930
APEX2	MPG	3.00437415285703	27301	4350
APEX2	LIG3	3.00437415285703	27301	3980
SMUG1	XRCC1	3.00437415285703	23583	7515
APEX1	NEIL3	3.00437415285703	328	55247
NEIL2	MPG	3.00437415285703	252969	4350
NEIL3	MBD4	3.00437415285703	55247	8930
NEIL3	TDG	3.00437415285703	55247	6996
NEIL3	XRCC1	3.00437415285703	55247	7515
NEIL2	MUTYH	3.00437415285703	252969	4595
NEIL2	APEX1	3.00437415285703	252969	328
APEX2	MBD4	3.00437415285703	27301	8930
NEIL2	APEX2	3.00437415285703	252969	27301
LIG3	TDG	3.00437415285703	3980	6996
MUTYH	XRCC1	3.00437415285703	4595	7515
APEX2	NEIL1	3.00437415285703	27301	79661
TDG	XRCC1	3.00437415285703	6996	7515
SMUG1	NEIL3	3.00437415285703	23583	55247
SMUG1	LIG3	3.00437415285703	23583	3980
MPG	NEIL1	3.00437415285703	4350	79661
APEX2	XRCC1	3.00437415285703	27301	7515
LIG3	MBD4	3.00437415285703	3980	8930
NEIL3	NEIL1	3.00437415285703	55247	79661
APEX2	TDG	3.00437415285703	27301	6996
LIG3	MPG	3.00437415285703	3980	4350
APEX2	NEIL3	3.00437415285703	27301	55247
ERCC6	RPA3	3.00415539793961	2074	6119
ERCC6	CCNH	3.00382207135628	2074	902
MNAT1	XPA	3.00378109423605	4331	7507
COPS6	CUL5	3.00356352043635	10980	8065
ERCC3	XPA	3.00330587854708	2071	7507
MAX	DMAP1	3.0028307417102	4149	55929
BRPF3	WEE1	3.00263213764836	27154	7465
CRY2	CSNK1D	3.00044882455008	1408	1453
EME2	GEN1	2.99999323914687	197342	348654
EME1	SPIDR	2.99999323914687	146956	23514
EME2	SPIDR	2.99999323914687	197342	23514
EME1	GEN1	2.99999323914687	146956	348654
SPIDR	XRCC2	2.99999323909643	23514	7516
GEN1	SLX4	2.99999323909643	348654	84464
SPIDR	SLX1B	2.99999323909643	23514	79008
SPIDR	SLX1A	2.99999323909643	23514	548593
SPIDR	MUS81	2.99999323909643	23514	80198
GEN1	SLX1B	2.99999323909643	348654	79008
GEN1	XRCC2	2.99999323909643	348654	7516
GEN1	MUS81	2.99999323909643	348654	80198
SPIDR	BRCA2	2.99999323909643	23514	675
GEN1	BRCA2	2.99999323909643	348654	675
SPIDR	SLX4	2.99999323909643	23514	84464
GEN1	SLX1A	2.99999323909643	348654	548593
CDC16	CCNB2	2.99970386485717	8881	9133
KMT2C	DPY30	2.9996269218547	58508	84661
ERCC4	POLE2	2.9989184775907	2072	5427
XRCC6	TERT	2.99762058090259	2547	7015
CENPX	RPA1	2.99703086536526	201254	6117
POLB	PARG	2.99659527198047	5423	8505
ERCC6	RPA2	2.99642681005305	2074	6118
PHF8	NCAPG2	2.9961282036439	23133	54892
CDK7	ERCC6	2.99570637982439	1022	2074
INO80C	ACTL6A	2.99539023020207	125476	86
CRY1	CSNK1D	2.99493955406556	1407	1453
ERCC4	POLE	2.99396244780221	2072	5426
PHF8	NCAPD3	2.99095539591968	23133	23310
CENPS	RPA2	2.99064791413542	378708	6118
H2AZ1	TRRAP	2.99050698324784	3015	8295
NSD2	H3C1	2.99035997218458	7468	8350
ATRIP	TELO2	2.99026166932291	84126	9894
ATR	RAD51	2.98993380780143	545	5888
HUS1	RAD51	2.98955941447112	3364	5888
NCOA2	HDAC3	2.9895500249289	10499	8841
CENPS	RPA1	2.98890922063785	378708	6117
DDB1	GTF2H3	2.98859671517477	1642	2967
DDB1	GTF2H4	2.98824579420373	1642	2968
COPS5	ERCC8	2.98822958775031	10987	1161
CDKN2A	CDK1	2.9878169587119	1029	983
GADD45A	CDC25C	2.98777890615889	1647	995
MRE11	XRCC2	2.98751481596953	4361	7516
CHEK2	BRCA2	2.98724922579937	11200	675
H4-16	ASF1B	2.98702585584003	121504	55723
KAT6B	BRPF1	2.98696841069404	23522	7862
H3C13	H2BC21	2.9865532984028	653604	8349
PHF8	NCAPH2	2.98504476988436	23133	29781
DDB1	GTF2H2	2.98503652640603	1642	2966
MAX	YEATS4	2.98465781254922	4149	8089
XRCC6	TERF2IP	2.98319270552595	2547	54386
DNMT1	MTA2	2.98268651879406	1786	9219
FEN1	RFC5	2.97895443562762	2237	5985
DDB1	GTF2H1	2.97730976331739	1642	2965
TERT	PIF1	2.97689366787184	7015	80119
SIRT1	PRMT1	2.97680488773802	23411	3276
NBN	DCLRE1C	2.97533902355005	4683	64421
CDK2	PCNA	2.97488491299886	1017	5111
POLQ	NBN	2.97440068362854	10721	4683
RAD1	RFC3	2.97358063001318	5810	5983
SFN	PRKDC	2.97313654881852	2810	5591
H2AC8	TONSL	2.97298004181789	3012	4796
ERCC1	MLH1	2.97292958215038	2067	4292
GADD45G	RB1	2.97127077882824	10912	5925
DNMT3A	H3C1	2.9705994895495	1788	8350
MMS22L	H3C6	2.97027961563636	253714	8353
ATR	WEE1	2.96808683279484	545	7465
DIS3L2	TOP3A	2.96783940054738	129563	7156
FANCM	RPA2	2.96771193490723	57697	6118
BTG2	CDC25C	2.96761252547572	7832	995
BRWD1	SMARCA4	2.96741907052641	54014	6597
ERCC1	FANCD2	2.9668360975824	2067	2177
FANCG	HES1	2.96650969993508	2189	3280
FANCM	RPA1	2.96527946606399	57697	6117
USP1	DCLRE1A	2.96339341710204	7398	9937
DCLRE1B	USP1	2.96339341695091	64858	7398
FAAP20	USP1	2.96339341695091	199990	7398
PIAS4	UBE2I	2.96313324468492	51588	7329
RBBP4	HAT1	2.96202274932406	5928	8520
GTF2H3	TAF12	2.96151317193049	2967	6883
GTF2H4	TAF12	2.96129743680632	2968	6883
TREX1	TP53	2.9597343965202	11277	7157
REV3L	RFC1	2.95939000891178	5980	5981
GTF2H2	TAF12	2.95933943978536	2966	6883
H2AC20	HAT1	2.95933473405884	8338	8520
H3C14	PRMT6	2.95901858925997	126961	55170
UBE2V1	UBE2L6	2.95897442148417	7335	9246
UBE2I	UBE2V1	2.95897442148417	7329	7335
UBE2B	UBE2V2	2.95897442148417	7320	7336
UBE2T	UBE2V2	2.95897442148417	29089	7336
UBE2A	UBE2V2	2.95897442148417	7319	7336
UBE2B	UBE2V1	2.95897442148417	7320	7335
UBE2A	UBE2V1	2.95897442148417	7319	7335
UBE2I	UBE2V2	2.95897442148417	7329	7336
UBE2V2	UBE2L6	2.95897442148417	7336	9246
YY1	ACTL6A	2.95725379869333	7528	86
BRD7	BRPF1	2.95661277234379	29117	7862
BRD7	KAT6A	2.95661277234379	29117	7994
BRD7	MEAF6	2.95661277234379	29117	64769
BRD7	ING5	2.95661277234379	29117	84289
BRD1	BRD7	2.95661277218264	23774	29117
CCND1	CDK1	2.95550408917269	595	983
GTF2H3	TAF10	2.95550341902489	2967	6881
GTF2H4	TAF10	2.95526663147	2968	6881
XRCC6	RIF1	2.95509060901882	2547	55183
GAR1	PPP6R3	2.95507421389411	54433	55291
DKC1	ANKRD28	2.95507421389411	1736	23243
DKC1	PPP6C	2.95507421389411	1736	5537
GAR1	PPP6C	2.95507421389411	54433	5537
DKC1	PPP6R3	2.95507421389411	1736	55291
PPP6C	NHP2	2.95507421382361	5537	55651
ANKRD28	NHP2	2.95507421382361	23243	55651
PPP6R3	NOP10	2.95507421382361	55291	55505
ANKRD28	NOP10	2.95507421382361	23243	55505
ANKRD28	GAR1	2.95507421382361	23243	54433
PPP6R3	NHP2	2.95507421382361	55291	55651
PPP6C	NOP10	2.95507421382361	5537	55505
USP45	CHD1L	2.95506945644861	85015	9557
GTF2H1	TAF12	2.95473368866092	2965	6883
NF1	SMARCA4	2.95462139863781	4763	6597
KDM5D	ARID5B	2.95415102988881	8284	84159
KDM6A	KDM2B	2.95415102988881	7403	84678
KDM4D	UTY	2.95415102988881	55693	7404
KDM2A	ARID5B	2.95415102988881	22992	84159
KDM4D	ARID5B	2.95415102988881	55693	84159
KDM4D	KDM6A	2.95415102988881	55693	7403
KDM2A	RIOX2	2.95415102988881	22992	84864
PHF2	KDM5C	2.95415102988881	5253	8242
PHF2	KDM5A	2.95415102988881	5253	5927
UTY	KDM2B	2.95415102988881	7404	84678
JMJD6	ARID5B	2.95415102988881	23210	84159
KDM2A	KDM5C	2.95415102988881	22992	8242
KDM2A	KDM2B	2.95415102988881	22992	84678
KDM5D	RIOX2	2.95415102988881	8284	84864
PHF2	RIOX2	2.95415102988881	5253	84864
PHF2	KDM2B	2.95415102988881	5253	84678
KDM5D	KDM2B	2.95415102988881	8284	84678
PHF2	KDM6A	2.95415102988881	5253	7403
PHF2	UTY	2.95415102988881	5253	7404
KDM3B	ARID5B	2.95415102988881	51780	84159
KDM6A	RIOX2	2.95415102988881	7403	84864
KDM2B	RIOX2	2.95415102988881	84678	84864
KDM2A	KDM4D	2.95415102988881	22992	55693
KDM5C	ARID5B	2.95415102988881	8242	84159
KDM5C	RIOX2	2.95415102988881	8242	84864
KDM5C	KDM2B	2.95415102988881	8242	84678
UTY	RIOX2	2.95415102988881	7404	84864
KDM6A	KDM5D	2.95415102988881	7403	8284
KDM5A	UTY	2.95415102988881	5927	7404
PHF2	KDM4D	2.95415102988881	5253	55693
KDM4D	RIOX2	2.95415102988881	55693	84864
KDM6A	UTY	2.95415102988881	7403	7404
KDM2A	UTY	2.95415102988881	22992	7404
KDM2A	KDM5A	2.95415102988881	22992	5927
KDM2A	KDM5D	2.95415102988881	22992	8284
KDM5A	KDM2B	2.95415102988881	5927	84678
KDM5A	RIOX2	2.95415102988881	5927	84864
ARID5B	KDM2B	2.95415102988881	84159	84678
KDM5A	ARID5B	2.95415102988881	5927	84159
UTY	ARID5B	2.95415102988881	7404	84159
UTY	KDM5C	2.95415102988881	7404	8242
KDM2A	KDM6A	2.95415102988881	22992	7403
PHF2	KDM5D	2.95415102988881	5253	8284
ARID5B	RIOX2	2.95415102988881	84159	84864
KDM4D	KDM2B	2.95415102988881	55693	84678
KDM6A	ARID5B	2.95415102988881	7403	84159
GTF2H3	TAF9	2.95392750459994	2967	6880
KAT14	TADA2A	2.95369509313837	57325	6871
GTF2H4	TAF9	2.95368492820661	2968	6880
PDGFRA	PTPN11	2.95358427243076	5156	5781
SAP130	SAP30	2.95340411645063	79595	8819
KAT2A	ENY2	2.95318495725659	2648	56943
ENY2	TRRAP	2.95318495715589	56943	8295
GTF2H2	TAF10	2.95311465906385	2966	6881
NCOA2	KAT2B	2.952861846996	10499	8850
ATR	RPA1	2.95217408739255	545	6117
FANCG	RPA1	2.95196322966686	2189	6117
GTF2H2	TAF9	2.9514795522191	2966	6880
RPA1	SLX4	2.9508774326574	6117	84464
INO80	BAP1	2.95040958479583	54617	8314
NPLOC4	RFC5	2.95037874106997	55666	5985
MEN1	RPA2	2.9502515988406	4221	6118
CDKN1B	CDK1	2.94974107099497	1027	983
MPG	TERF2IP	2.94851053007939	4350	54386
USP43	USP22	2.94850837985666	124739	23326
USP43	USP45	2.94850837985666	124739	85015
GTF2H1	TAF10	2.9480317150601	2965	6881
RRM2	EPC1	2.94791651807994	6241	80314
GTF2H3	XPC	2.94755334321332	2967	7508
GTF2H4	XPC	2.94733097233364	2968	7508
GTF2H1	TAF9	2.9462647451717	2965	6880
RAD9A	RPA1	2.94615532939504	5883	6117
GTF2H2	XPC	2.94531186485598	2966	7508
PAXIP1	XRCC6	2.94507575825197	22976	2547
FAAP20	UBE2T	2.94504453969642	199990	29089
UBE2T	DCLRE1A	2.94504453964609	29089	9937
UBE2T	DCLRE1B	2.94504453964609	29089	64858
ERCC6	SMARCA4	2.94471671618073	2074	6597
CEBPA	RUNX1	2.94461766941659	1050	861
MSH4	TOP2A	2.94457020296254	4438	7153
MSH4	TOP2B	2.94457020296254	4438	7155
MORF4L1	H2AZ1	2.94453338695849	10933	3015
KAT6A	RUNX1	2.94425000896295	7994	861
DNTT	NHEJ1	2.94423989316056	1791	79840
DNTT	LIG4	2.94423989316056	1791	3981
DNTT	XRCC4	2.94423989316056	1791	7518
DNTT	POLM	2.94423989316056	1791	27434
POLL	NEIL3	2.94368345781993	27343	55247
POLL	APEX1	2.94368345781993	27343	328
POLL	NEIL1	2.94368345781993	27343	79661
POLL	TDG	2.94368345781993	27343	6996
POLL	LIG3	2.94368345781993	27343	3980
POLL	OGG1	2.94368345781993	27343	4968
POLL	MBD4	2.94368345781993	27343	8930
NEIL2	POLL	2.94368345690392	252969	27343
APEX2	POLL	2.94368345690392	27301	27343
SMUG1	POLL	2.94368345690392	23583	27343
RBBP7	SAP30L	2.94345082852467	5931	79685
ATF7IP	SUV39H1	2.94335691113884	55729	6839
CLK2	SETD2	2.94329769865632	1196	29072
KAT8	OGT	2.94312201532479	84148	8473
TFPT	NFRKB	2.9425133389685	29844	4798
SAP30	NCOR1	2.94191426075976	8819	9611
NPM1	BTG2	2.94145548056682	4869	7832
BRPF3	ING4	2.94039676630403	27154	51147
SMC4	PHF8	2.94000447246756	10051	23133
H2AX	HAT1	2.93955512974987	3014	8520
GADD45G	TP53	2.93944295237374	10912	7157
UBE2T	RPA2	2.93895025299688	29089	6118
ERCC6	GTF2H3	2.93890729079866	2074	2967
ERCC6	GTF2H4	2.93865335366424	2074	2968
NPLOC4	RFC1	2.93861513195318	55666	5981
RCHY1	RFC1	2.93861513195318	25898	5981
BRCA2	BABAM2	2.93760466137206	675	9577
SMC2	PHF8	2.93696609539984	10592	23133
TAF9	TADA2B	2.93680939521094	6880	93624
ERCC6	GTF2H2	2.93634308164267	2074	2966
POLK	CCND1	2.9349763348497	51426	595
ASF1B	RBBP4	2.93485691694623	55723	5928
H3C14	ATRX	2.93440024196819	126961	546
POLQ	MRE11	2.93316045525459	10721	4361
MTA3	CDH1	2.93287901123504	57504	999
ERCC6	GTF2H1	2.93086859327269	2074	2965
CDKN2D	PRKDC	2.9285542631872	1032	5591
RTEL1	PALB2	2.92735946827171	51750	79728
RTEL1	XRCC3	2.92735946827171	51750	7517
RAD51AP1	RTEL1	2.92735946816107	10635	51750
EME2	FAAP20	2.9272139642252	197342	199990
EME2	DCLRE1B	2.9272139642252	197342	64858
EME1	DCLRE1B	2.9272139642252	146956	64858
SLX1B	DCLRE1A	2.9272139642252	79008	9937
EME2	DCLRE1A	2.9272139642252	197342	9937
SLX1A	DCLRE1B	2.9272139642252	548593	64858
EME1	DCLRE1A	2.9272139642252	146956	9937
SLX1A	DCLRE1A	2.9272139642252	548593	9937
SLX4	DCLRE1A	2.9272139642252	84464	9937
MUS81	DCLRE1A	2.9272139642252	80198	9937
EME1	FAAP20	2.9272139642252	146956	199990
FAAP20	SLX1A	2.92721396383294	199990	548593
FAAP20	SLX1B	2.92721396383294	199990	79008
DCLRE1B	SLX1B	2.92721396383294	64858	79008
FAAP20	SLX4	2.92721396383294	199990	84464
FAAP20	MUS81	2.92721396383294	199990	80198
SMC1A	PKMYT1	2.92588834328434	8243	9088
SMC1B	PKMYT1	2.92588834328434	27127	9088
PKMYT1	SMC3	2.92588834210762	9088	9126
XRCC1	CHD1L	2.92473262700752	7515	9557
KDM5B	PHF2	2.92428889375144	10765	5253
KDM5B	UTY	2.92428889375144	10765	7404
KDM5B	ARID5B	2.92428889375144	10765	84159
KDM5B	KDM2A	2.92428889375144	10765	22992
KDM5B	RIOX2	2.92428889375144	10765	84864
KDM5B	KDM2B	2.92428889375144	10765	84678
KDM5B	KDM6A	2.92428889375144	10765	7403
ATM	SMARCAL1	2.923584508244	472	50485
KANSL1	OGT	2.92338927575734	284058	8473
SUFU	PTCH1	2.92307951302343	51684	5727
GADD45G	CDK1	2.92254356531915	10912	983
FEN1	RAD9A	2.92195616735738	2237	5883
CHD4	SMARCA5	2.92145660126302	1108	8467
